City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
158,tongchuan,35.0806,109.0897,270.48,41,89,4.19,CN,1705824644
159,kijang,35.2442,129.2139,280.71,79,100,5.21,KR,1705824625
160,ribeira grande,38.5167,-28.7,291.37,94,75,8.75,PT,1705824618
161,lorengau,-2.0226,147.2712,302.14,74,61,2.68,PG,1705824645
162,buchanan,5.8808,-10.0467,299.01,86,14,0.94,LR,1705824645
163,las tablas,7.7667,-80.2833,298.87,83,37,6.91,PA,1705824646
164,morondava,-20.2833,44.2833,303.55,66,82,5.84,MG,1705824646
165,yellowknife,62.456,-114.3525,245.03,97,62,3.57,CA,1705824646
166,camayenne,9.535,-13.6878,299.43,74,100,2.18,GN,1705824647
167,keflavik,64.0049,-22.5624,273.39,93,40,1.54,IS,1705824647
168,lebu,-37.6167,-73.65,286.18,89,5,8.28,CL,1705824614
169,vernon,50.2581,-119.2691,271.35,99,100,0.19,CA,1705824648
170,rajapolah,-7.221,108.1896,302.9,60,81,1.86,ID,1705824648
171,lujan,-34.5703,-59.105,293.12,99,0,2.33,AR,1705824468
172,deltebre,40.7499,0.7868,281.73,75,50,1.93,ES,1705824649
173,zhezqazghan,47.7833,67.7667,257.47,78,0,5.0,KZ,1705824649
174,lata,40.1629,-8.3327,275.97,85,68,2.07,PT,1705824649
175,cabo san lucas,22.8909,-109.9124,295.66,81,98,4.47,MX,1705824650
176,olinda,-8.0089,-34.8553,299.0,89,40,0.0,BR,1705824650
177,qarazhal,48.0078,70.7903,264.83,81,5,2.59,KZ,1705824650
178,touros,-5.1989,-35.4608,299.32,80,8,3.38,BR,1705824640
179,navasota,30.388,-96.0877,278.17,45,100,4.2,US,1705824602
180,waddan,29.1614,16.139,287.1,78,95,6.39,LY,1705824651
181,tazovsky,67.4667,78.7,264.19,94,100,4.65,RU,1705824647
182,saint-felicien,48.6501,-72.4491,254.82,87,8,4.34,CA,1705824652
183,aldama,22.9167,-98.0667,285.09,62,100,0.95,MX,1705824652
184,port elizabeth,-33.918,25.5701,302.09,84,40,9.26,ZA,1705824653
185,kodoli,16.8833,74.2,304.15,29,2,2.9,IN,1705824653
186,tanjungtiram,4.0613,98.3699,303.56,61,30,4.19,ID,1705824654
187,nguigmi,14.2495,13.1092,295.14,19,0,5.96,NE,1705824654
188,baragua,21.6967,-78.6328,294.89,90,22,4.23,CU,1705824654
189,yeppoon,-23.1333,150.7333,304.03,81,100,5.15,AU,1705824655
190,horta,38.5333,-28.6333,290.95,94,75,8.75,PT,1705824655
191,uturoa,-16.7333,-151.4333,299.27,82,100,4.97,PF,1705824636
192,camargo,27.6667,-105.1667,285.18,42,83,4.4,MX,1705824656
193,nkoteng,4.5167,12.0333,299.15,59,19,0.82,CM,1705824656
194,rawdon,46.0501,-73.7159,254.12,89,18,2.88,CA,1705824657
195,kurchatov,51.6601,35.6521,265.38,94,100,1.76,RU,1705824657
196,remire-montjoly,4.9167,-52.2667,299.17,89,75,1.54,GF,1705824657
197,ingeniero jacobacci,-41.3427,-69.5448,290.14,22,0,0.87,AR,1705824658
198,divo,5.8397,-5.36,298.81,81,5,0.68,CI,1705824658
199,jincheng,35.5022,112.8328,269.56,38,23,8.01,CN,1705824659
200,weyburn,49.6668,-103.8511,258.22,97,89,1.27,CA,1705824539
201,harper,4.375,-7.7169,299.85,84,10,1.33,LR,1705824659
202,nar'yan-mar,67.6713,53.087,256.54,97,55,5.36,RU,1705824660
203,parauapebas,-6.0675,-49.9022,296.22,92,56,0.76,BR,1705824660
204,uacu cungo,-11.3634,15.1208,294.5,82,45,0.8,AO,1705824660
205,mahanoro,-19.9,48.8,301.99,70,98,3.85,MG,1705824661
206,fale old settlement,-9.3852,-171.2468,302.66,71,43,5.17,TK,1705824661
207,namtsy,62.7161,129.6658,227.23,100,99,0.94,RU,1705824661
208,xilin hot,43.9667,116.0333,252.35,88,87,3.47,CN,1705824662
209,la puebla de montalban,39.863,-4.3592,280.66,85,49,0.79,ES,1705824662
210,quinte west,44.1834,-77.5662,260.6,80,9,4.1,CA,1705824662
211,porcuna,37.871,-4.185,280.88,80,14,0.72,ES,1705824663
212,salinopolis,-0.6136,-47.3561,299.18,87,11,4.13,BR,1705824663
213,port lincoln,-34.7333,135.8667,292.21,65,0,8.15,AU,1705824663
214,puerto madryn,-42.7692,-65.0385,290.16,80,20,2.82,AR,1705824664
215,makoua,0.0069,15.6333,303.69,48,12,2.15,CG,1705824664
216,asilah,35.465,-6.0348,284.13,84,0,4.68,MA,1705824665
217,martuk,50.7475,56.5056,268.43,79,91,8.25,KZ,1705824665
218,talnakh,69.4865,88.3972,259.38,96,100,4.71,RU,1705824631
219,les cayes,18.2,-73.75,296.22,85,4,3.32,HT,1705824666
220,peace river,56.2501,-117.286,258.51,95,100,3.76,CA,1705824666
221,kibre mengist,5.8833,38.9833,299.06,27,83,3.83,ET,1705824667
222,hailar,49.2,119.7,243.4,96,29,1.21,CN,1705824667
223,tolanaro,-25.0319,46.9987,298.12,86,100,5.15,MG,1705824667
224,aykhal,66.0,111.5,257.5,92,100,8.21,RU,1705824668
225,sodra sandby,56.5667,16.6167,274.76,92,100,8.67,SE,1705824668
226,leava,-14.3,-178.1667,302.24,72,100,0.53,WF,1705824668
227,fort bragg,35.139,-79.006,267.15,48,0,3.6,US,1705824655
228,nova sintra,14.8667,-24.7167,293.5,65,75,7.29,CV,1705824669
229,zheshart,62.0731,49.5733,256.29,96,100,1.71,RU,1705824669
230,naze,28.3667,129.4833,290.75,70,56,5.42,JP,1705824644
231,pirae,-17.5167,-149.5333,296.16,94,100,2.06,PF,1705824670
232,ryotsu-minato,38.0833,138.4333,282.04,94,100,3.48,JP,1705824671
233,dickinson,29.4608,-95.0513,279.35,58,100,5.66,US,1705824671
234,nabire,-3.3667,135.4833,301.03,84,87,1.91,ID,1705824671
235,xinyuan,37.3,99.0,265.5,12,0,4.72,CN,1705824672
236,butembo,0.15,29.2833,297.63,30,97,2.43,CD,1705824672
237,chernyshevskiy,63.0128,112.4714,253.86,90,100,4.44,RU,1705824103
238,saint-philippe,-21.3585,55.7679,302.92,86,89,3.03,RE,1705824086
239,mount pearl,47.5166,-52.7813,270.22,94,100,3.6,CA,1705824673
240,katsuura,35.1333,140.3,285.72,81,100,6.04,JP,1705824673
241,rehoboth,-23.3167,17.0833,301.13,29,38,1.19,NA,1705824674
242,youghal,51.95,-7.8506,283.71,100,100,13.24,IE,1705824674
243,vorkuta,67.5,64.0,255.74,99,100,3.98,RU,1705824674
244,lastoursville,-0.8143,12.7287,301.82,63,14,1.05,GA,1705824675
245,akureyri,65.6835,-18.0878,263.68,91,48,2.66,IS,1705824675
246,maughold,54.2988,-4.3184,281.72,80,100,10.97,IM,1705824676
247,hithadhoo,-0.6,73.0833,301.41,72,23,4.94,MV,1705824676
248,saint pete beach,27.7253,-82.7412,279.27,60,54,2.24,US,1705824677
249,san juan,-31.5375,-68.5364,297.68,53,13,2.23,AR,1705824623
250,san-pedro,4.7485,-6.6363,299.86,85,5,1.25,CI,1705824677
251,taltal,-25.4,-70.4833,292.43,84,92,0.66,CL,1705824678
252,coachella,33.6803,-116.1739,286.82,77,20,1.54,US,1705824678
253,port shepstone,-30.7414,30.455,297.12,71,0,9.62,ZA,1705824679
254,yarmouth,41.7057,-70.2286,268.13,84,100,10.28,US,1705824679
255,ashburton,-37.8626,145.0794,293.62,61,10,1.34,AU,1705824679
256,whitehorse,60.7161,-135.0538,243.99,100,98,1.39,CA,1705824620
257,coquimbo,-29.9533,-71.3436,290.37,87,34,1.0,CL,1705824680
258,hluti,-27.2167,31.6167,298.27,51,0,1.63,SZ,1705824680
259,melilla,35.2937,-2.9383,287.36,77,75,4.63,ES,1705824681
260,nadi,-17.8,177.4167,300.15,83,75,2.57,FJ,1705824681
261,mount gambier,-37.8333,140.7667,291.31,61,9,4.84,AU,1705824682
262,homer,59.6425,-151.5483,269.08,62,0,2.06,US,1705824682
263,bom jesus,-9.0744,-44.3586,295.67,87,2,0.82,BR,1705824683
264,san luis de la loma,17.2706,-100.8939,298.24,68,86,1.69,MX,1705824683
265,bereeda,11.8704,51.0579,299.45,63,72,7.99,SO,1705824683
266,kiunga,-6.1219,141.2906,299.75,95,100,1.57,PG,1705824684
267,pisco,-13.7,-76.2167,294.18,94,100,3.6,PE,1705824684
268,minas de marcona,-15.2119,-75.1103,291.83,88,100,1.95,PE,1705824685
269,mangai,-4.05,19.5333,302.54,56,67,2.23,CD,1705824685
270,tucuma,-0.1833,-50.05,297.67,94,25,2.31,BR,1705824685
271,ta`u,-14.2336,-169.5144,301.98,74,100,2.67,AS,1705824686
272,kodiak,57.79,-152.4072,273.88,100,100,2.06,US,1705824658
273,beibei,29.8256,106.4339,282.8,86,100,2.65,CN,1705824686
274,louis trichardt,-23.0439,29.9032,297.96,45,0,1.17,ZA,1705824687
275,badger,64.8,-147.5333,250.1,70,0,3.6,US,1705824653
276,itoman,26.1247,127.6694,293.36,73,75,10.29,JP,1705824688
277,komarichi,52.4151,34.7905,263.81,95,99,1.73,RU,1705824688
278,gondia,21.45,80.2,301.15,38,90,3.24,IN,1705824689
279,ampanihy,-24.7,44.75,302.61,55,69,4.92,MG,1705824689
280,kurumkan,54.3,110.3,251.0,90,100,0.45,RU,1705824689
281,tezu,27.9167,96.1667,296.71,29,2,1.78,IN,1705824690
282,redencao,-4.2258,-38.7306,297.69,91,67,0.98,BR,1705824690
283,general jose de san martin,-26.5374,-59.3416,295.52,76,84,2.47,AR,1705824691
284,saldanha,-33.0117,17.9442,297.18,82,50,3.81,ZA,1705824691
285,krasne,49.9145,24.6134,271.03,91,45,4.37,UA,1705824691
286,kutum,14.2,24.6667,291.96,13,0,5.08,SD,1705824692
287,hpa-an,16.8906,97.6333,305.15,21,37,3.35,MM,1705824692
288,labe,11.3182,-12.2833,292.09,37,7,0.49,GN,1705824692
289,tobruk,32.0836,23.9764,290.45,57,0,7.3,LY,1705824693
290,lewistown,40.5992,-77.5714,268.08,83,100,4.12,US,1705824693
291,saipan,15.1355,145.701,299.54,61,0,9.26,MP,1705824674
292,hillvue,-31.1244,150.915,310.1,28,40,5.14,AU,1705824694
293,pieksamaki,62.3,27.1333,262.42,92,100,4.78,FI,1705824695
294,port moresby,-9.4431,147.1797,303.83,62,75,5.14,PG,1705824695
295,ilulissat,69.2167,-51.1,254.16,65,97,9.77,GL,1705824631
